,D_NO2,D_NO2_pred,N_NO2,N_NO2_pred,O_NO2,O_NO2_pred,S_NO2,S_NO2_pred,W_NO2,W_NO2_pred,D_PM10K,D_PM10K_pred,N_PM10K,N_PM10K_pred,O_PM10K,O_PM10K_pred,S_PM10K,S_PM10K_pred,W_PM10K,W_PM10K_pred,N_O3,N_O3_pred,S_O3,S_O3_pred
2020-01-03,56.696457,58.632651974422195,39.33407,38.4906732454837,44.132984,42.08024242146094,42.72917,49.302270722730505,41.950268,44.57561304673664,51.521755,46.63193556428969,30.923414,28.934112857198485,46.38846,34.913698313559216,56.98233,52.25532137014174,45.63737,39.34485530711221,9.617968,20.20908396603861,3.5373518,6.9150914233513
2020-01-04,66.76679,58.835236327141686,43.03236,37.94353337020748,47.897724,42.13681351398866,48.308884,46.05218334219219,49.09033,44.71465390351597,52.611362,46.81798149965507,34.16807,33.041483347478106,37.184284,34.87203829092435,57.270626,53.076709092824885,38.99332,39.59500832825882,6.6179776,15.43840392322099,1.2217374,10.157322260682967
2020-01-05,52.03786,57.057979197610216,35.74735,33.4406837350574,42.12787,41.3112346333744,39.910446,48.22032389544196,42.618286,43.034290603884855,40.98976,44.283944934323586,28.522642,25.018171153365255,35.905117,37.04522356684786,51.025585,47.366804875089755,38.22685,31.145057518142096,20.701195,23.73393960416835,4.7935486,8.971175012816278
2020-01-06,32.097057,36.00510708866048,13.99888,20.674946398431196,21.19696,23.73312491566986,20.614933,19.726656272157292,17.250006,21.19647098900026,16.188208,23.331208136532684,7.430359,13.800332927728684,16.606459,24.796482254714952,13.068683,18.924878110915486,12.079635,16.799883646655186,55.537983,41.095945911838406,46.128056,43.13637808097605
2020-01-07,49.63948,60.289146869624254,30.543589,35.57493821364379,37.69271,43.40508168481448,36.684887,50.25591877729506,37.704323,44.6432665356258,29.436285,44.86401022487375,19.976086,28.010065466756863,30.604795,33.89090884571369,32.939518,50.67274791681324,25.352188,37.013904893870574,22.510405,20.563602748381392,13.748825,9.398435724558395
2020-01-08,64.12843,60.604782556747274,44.953682,38.39393752660957,49.06305,42.884137660015746,51.383633,50.41952597835796,48.599033,45.30893416688525,53.685146,48.31324079869728,36.821316,35.45542195311574,53.981754,34.985892571564705,58.98427,52.65314884158753,44.888523,39.42205124964627,4.873433,15.438372049623506,2.4383104,7.70628169600393
2020-01-09,64.87026,59.91880782406344,44.594982,38.742681553555684,51.32696,42.80785938426554,52.263424,50.45287960076032,49.558235,44.37239184884313,48.381897,47.456142389166494,35.41299,36.048030680523055,46.789978,34.489329579316816,57.86514,52.15247168879225,44.134922,37.08156774158528,4.713582,14.240531943172963,2.1115322,6.567254480862709
2020-01-10,66.33663,59.55786480016472,49.65046,37.501623145922984,54.77513,42.605226719416656,51.554615,48.7795225498309,53.51138,45.30238137554236,67.240555,42.34389869659986,48.367977,32.24398748154923,73.73369,39.95423902043861,64.95553,52.58013797006703,57.298016,39.386652798529546,4.50433,15.075681394050829,1.9354593,9.972089998323472
2020-01-11,61.825607,60.08264252796853,42.477493,37.522386450586204,48.775234,42.30052177217219,50.124207,50.273847678112624,47.0037,44.003397356520324,53.2289,43.546070434277674,42.885498,24.43935362246655,51.62097,38.75142723290487,64.31597,52.66484417558786,45.110165,41.59220759538994,5.514329,9.550157328799461,3.1464171,5.422225633674332
2020-01-12,51.574104,54.33900356676725,31.092014,33.04383738134476,37.27209,39.288805634816484,36.98433,45.60772631959873,36.511223,33.74153612643397,40.723354,40.036646904166616,25.634468,22.479495818545217,40.849026,34.6064766519237,50.168533,35.68564252080373,32.491646,21.19864614742396,22.911798,22.840536763820854,11.966487,13.417025821224179
2020-01-13,45.311913,42.22030270811279,31.482796,28.59564237043441,34.984062,37.60274798492158,33.87135,43.82677618549867,35.27165,37.42957306735307,29.861776,39.568413546908076,22.639826,31.372309954969946,28.177256,34.246186687628885,35.38956,48.39328878701668,27.042002,28.58783012043356,13.969564,16.179889091184528,7.6884985,5.673483278405113
2020-01-14,64.23272,59.56746534916034,46.679157,37.67577183156595,49.939552,42.93964888292415,47.533073,48.6471519004475,49.082695,44.41142171005652,59.957397,46.56553150701552,37.09736,35.234568256084,60.127586,34.784627199294405,58.096504,52.848977500904546,44.530025,38.856832356950754,5.3683434,15.141633703191271,2.705021,6.425293263391868
2020-01-15,45.04219,51.96835521057629,43.12841,37.70224323209114,45.211987,34.662501842567146,39.725452,46.79799535757157,40.71115,36.32045608890442,47.552048,44.31789771111312,48.595078,36.346788678026144,49.411846,32.00211798889282,46.41009,50.41483528360639,45.867252,38.00725573434526,5.046732,11.105647233619715,2.0821714,5.723759939729584
2020-01-16,47.643887,56.1941652982196,45.53435,37.960772009743195,46.51816,35.515253371945484,41.629204,46.42632724545623,43.983982,36.95795248757399,46.133423,45.44172787004077,50.397984,37.392020236333124,49.627167,33.34827661235381,45.01843,49.86444415772182,46.717754,41.30945110561653,4.3558626,11.756827343782835,1.4041864,6.951295202548585
2020-01-17,60.84508,60.48107209174609,53.359676,38.713146405624045,55.19347,42.879134553876256,51.28203,48.95839432480571,55.235966,45.15113772722314,74.17872,42.81055900558821,65.55811,30.92198216106809,88.252464,38.42673377035182,67.86798,52.67407166629773,69.467384,33.22389792846635,4.3616037,15.40579706616822,1.0758849,9.818718599985468
2020-01-18,41.813423,53.46509565484651,36.559204,36.816776624347646,36.855995,37.72539145219689,31.5618,44.00131830663176,34.62852,35.863464382532456,37.085896,40.527577386656965,39.151184,35.58532098233615,37.441143,35.221625578443536,37.129185,49.44850851613629,37.460148,35.59645349159398,4.4870925,5.7462382799138565,2.9804995,4.423957971929255
2020-01-19,33.133945,48.03875262155157,30.504265,33.201278685990474,31.220049,32.98687433471428,28.141148,35.95907183312867,28.318157,34.156259551587866,32.891125,39.335767610596285,37.87402,35.69682063552895,32.71983,32.36861507647567,32.359207,42.87471627787102,34.256607,33.578170994227456,3.6400175,4.776008788187055,1.6125535,4.439320798822972
2020-01-20,34.47677,48.63561962043035,25.969069,31.47260267812318,26.762945,28.326731691917292,26.045698,41.356497652049654,27.810833,38.35846477124146,33.91808,37.670496463421074,25.151657,25.590976527352403,37.082996,29.71140080393148,27.793915,31.0138166813724,29.851694,25.92978360036063,19.163998,20.42198676933144,12.762845,17.468442275483604
2020-01-21,55.060154,60.16527304153311,37.52339,37.291375232299586,42.125793,40.69153097222405,42.590572,50.56665107949569,41.64163,45.099265283600175,34.08925,43.87300444416507,23.72257,28.97137846052346,35.116318,34.22972856502537,34.824387,52.26537969707454,24.856071,32.16509306729631,15.028152,17.325332459617304,6.494316,6.673129908656881
2020-01-22,54.678368,60.365508836543796,40.612656,37.98998878916406,45.539806,40.80960182256325,40.095203,48.35715921482232,43.03463,43.876797557915616,44.144993,47.39428816892129,33.295288,28.059977985323087,43.080105,33.6822861074105,44.539326,50.91416484419064,36.589386,36.47052166347835,7.664999,12.538104620607987,5.844525,6.923310260084858
2020-01-23,47.21304,56.5620904555344,34.287086,38.638217147735816,37.096806,35.35703336907894,39.098682,45.16790777158474,36.919014,42.10911472007059,45.298878,48.094136619355886,36.1389,37.601138232523994,33.154457,34.27090481897787,45.29629,51.282928925460794,38.234486,39.24051358200008,6.6970515,14.141101930104279,3.7709749,15.389139190160927
2020-01-24,55.48096,56.83512726146884,40.79714,38.52356361677316,47.581272,39.93322306482881,44.603905,48.844597689887834,44.942345,44.1105981449084,48.081577,45.63082618161693,39.485985,32.8892891377199,49.494167,35.31674150635107,46.871704,49.44095934178505,41.672215,38.550781157243776,6.964465,10.818933226159135,4.403727,5.772800225807304
2020-01-25,47.031765,53.28123575854366,39.313778,37.299817225017115,40.074753,33.08245528611083,39.40177,46.67410721499177,39.593544,39.09299491048487,39.35687,50.8753587647722,40.083088,38.153294880679915,37.468502,34.01844533540899,39.363483,49.81677342122505,39.079548,40.752423483616184,3.663823,11.370619471225794,1.7036035,4.925063684126546
2020-01-26,42.957996,50.58970470830186,39.78917,34.26747049047914,39.458004,33.13799587048067,35.605682,45.53649400390733,38.047207,40.905462796759934,50.889057,42.82761401705573,54.25156,38.10442180125033,50.1022,30.100731164954524,47.168095,47.82689826223961,51.87729,38.92784100217624,3.9870684,12.015393453392148,1.395037,6.951239109719028
2020-01-27,30.404928,45.83910202975002,30.58833,27.347901432247365,30.772139,29.97750246442387,27.278229,39.17276541282254,28.583115,33.72320908008626,38.58186,39.802775388997205,44.639507,35.55961216951054,40.882298,32.87323776717974,38.883106,48.61364791639238,42.271008,35.94262457168532,3.9211912,13.02496717313687,1.3960994,4.8983695940176055
2020-01-28,42.009933,56.26980689841254,36.562614,36.789846314108175,38.221775,36.48835570559006,31.170353,41.422033847477174,37.342556,43.12754794605214,49.81483,44.461994595089074,51.99811,35.73294883467898,44.60261,33.421830228791514,43.98079,46.45316589653437,45.900555,34.8420301501854,4.612535,6.5659201053238645,1.3375072,6.769314021262623
2020-01-29,51.116184,58.440167220076646,32.482693,36.796474850020395,41.629913,42.20048750429627,38.66333,46.27228543313438,38.67508,36.911586030816544,38.088913,43.97894643838011,27.581055,20.739381197682885,36.286118,34.683747977424346,32.991905,39.537525231830664,31.45079,28.454712998027713,17.96443,12.571646185113105,8.545547,11.954137421879382
2020-01-30,48.97617,60.59213212763571,30.605597,37.41643003484669,37.625595,42.203509524454134,39.6866,43.106054915051345,35.877773,39.437155980460915,29.81621,42.77774952212117,17.856417,20.978194186072145,43.98653,34.61948089846869,30.583153,32.341066233574765,23.807472,24.880458182967686,27.157818,21.749960385683753,14.901334,13.692434639165585
2020-01-31,63.762283,59.5436450715158,38.893185,34.63330118142584,45.544388,43.49417573422312,48.233265,49.60483106681358,45.032143,44.84920763660228,42.587658,36.12407948278364,20.82917,21.909008976615276,66.03355,38.928977533356694,35.724514,47.482656259030776,27.189608,34.01389944115859,21.514229,21.79047282298478,13.92294,12.99479144267826
2020-02-01,81.7962,56.192112176408656,51.844585,32.55176935964715,58.1425,41.95089202153439,65.05139,49.11194204221271,62.282963,42.9689980908661,78.77209,37.30942362213828,34.723843,18.028825294309296,111.510895,32.109312377732316,78.2257,47.54492144828178,58.88164,30.830747463187777,11.96399,33.92701274390918,1.299132,8.952709023902262
2020-02-02,50.15714,47.248181138404924,33.023228,29.063145407332897,37.428528,40.45326111907887,38.869587,40.540002490679576,29.625465,25.589589424765162,34.722507,33.26817357980979,22.25546,17.55965068494249,38.133762,29.998434156331836,39.122387,38.52536809333491,23.3673,20.275434570993774,23.626858,32.74693893475136,13.360121,24.07074273562311
2020-02-03,44.93041,42.34130306867733,25.90854,21.82694592851099,28.766666,36.65550049353648,31.997364,36.53580316977109,32.128468,25.120018710403684,27.965622,27.872836456341133,17.322796,25.460727676833365,31.58393,25.711998332162306,26.955793,36.92378889957143,21.74961,27.44628063847162,28.774881,29.1898828134837,17.819956,25.37381119321118
2020-02-04,49.0196,56.411731208968625,23.273962,24.214683216205056,26.46931,37.68125566528804,36.356358,42.89185852595016,29.846125,34.71192740274674,33.678905,36.07575072556462,12.620197,15.715250908843709,29.87787,31.51249596500802,30.778593,28.923426788144205,19.828156,22.4315593668369,36.32861,35.35522250692266,22.04046,21.850510104902227
2020-02-05,43.30281,59.461681727815666,19.544056,26.61479233173339,21.486046,23.799727945906426,29.95392,25.49650582465546,28.03262,25.594137588734238,17.953108,38.904786496937824,9.313851,12.021084502108929,20.234013,18.745727895266587,12.627128,17.09380108275692,12.097614,16.876824069879234,46.211956,25.17091796612079,33.46443,38.82890927002472
2020-02-06,22.483686,51.81747549042327,3.2584345,17.010061241619283,8.86542,21.625920422222215,12.584035,18.757830830168587,8.167482,15.543065389859958,14.465299,33.289350725654685,5.8485336,11.225576852908604,11.327099,18.832272050778638,9.115947,17.524973063287288,8.500518,10.284812240661045,69.67772,39.50062930791716,55.95735,37.24013409286726
2020-02-07,51.255962,39.55159470484427,22.290676,13.741850823214293,31.826086,31.223555569893488,39.13163,36.05711626135836,27.484102,23.201780143006268,21.076427,19.62840828881484,13.931224,12.267052549933004,27.7183,23.677644674406643,22.854088,25.554175485913884,12.928696,14.802608067430457,49.78576,58.4550154957373,32.99382,36.607009201155016
2020-02-08,61.641212,57.43629431030968,39.17397,26.353869030967218,40.383396,43.46781015516572,50.618942,49.90977041444461,47.55574,37.6772985071797,36.006687,37.25711430757375,26.44507,13.598463664151135,42.278477,38.742807556664005,42.709885,48.02817337598865,30.95756,29.81979537595716,20.703102,38.68652894963948,12.1385975,14.630829421149384
2020-02-09,52.08172,52.98587719617569,33.796547,29.48168511567332,33.442986,40.02645602722023,39.39472,48.44515865157063,43.199417,35.52561050163673,30.385832,41.092393257142966,23.612871,22.530575493248474,33.338528,32.555192756679304,33.368393,47.39769619446216,27.661835,29.16625274007175,23.562115,31.73415171105757,13.957444,12.088591476842971
2020-02-10,50.928253,50.580985599755486,30.866339,26.249546174005435,34.71475,40.943966272666955,37.009842,36.97300543588141,41.87047,41.906280474771464,38.6449,36.89981273959526,29.120134,20.763479472449937,38.434917,36.5728414476406,39.83032,43.75166478920387,33.764175,33.81132750422388,22.602976,28.611048580448962,12.208977,19.434993771577552
2020-02-11,28.769817,52.43969171443976,23.547586,26.63529361159648,30.44537,23.66784465582976,35.84605,27.28379664768259,14.825335,14.626132368986692,23.064837,28.780338400367373,17.059683,13.902936221038095,36.71901,19.844940633030923,28.684998,20.82236894709146,17.628782,16.63562232380286,48.492794,37.25069888534118,34.429188,41.83884112378644
2020-02-12,30.889547,49.24192205907517,10.43587,16.715308371971098,13.959276,18.338677014912275,20.402655,21.83982840127085,16.458609,18.417033925241828,24.191023,26.86613869544855,9.7808695,8.900683052603055,15.540195,16.093052873966965,14.326538,13.76492312185095,11.096179,11.941958873435434,65.28133,53.504683585490106,52.960278,44.05174536134865
2020-02-13,56.62029,42.14031393657012,30.676392,29.252522238123596,39.632793,39.00823839610855,43.484386,33.63900035443797,32.857113,29.522371565622993,31.51158,22.856632283301906,12.999531,21.705474417767398,32.121803,31.51646716325492,30.245178,25.188228150462066,15.395637,21.036090003845825,42.043022,32.10201714169342,32.8717,38.76262782411016
2020-02-14,65.320435,59.88468956240012,39.01847,36.36519298597236,40.390465,43.003876966165386,47.765987,50.35645355735328,49.79893,42.96085147219801,38.898586,40.94551442828548,24.199173,19.151463123631075,33.92201,37.83173791695674,37.450115,49.797347023490644,28.682123,34.62145004105906,23.969046,22.482869704590374,14.835571,13.227217518079488
2020-02-15,57.825134,56.5981206252342,27.7297,33.04111571052871,32.909966,28.877915041754502,39.783047,31.56284901391324,39.933323,34.151500401028336,32.04172,35.53692460909435,18.8857,19.507110844468624,32.20245,25.65197962189862,30.222746,19.53540096199428,25.201126,27.405790617236878,38.952454,34.58288579235029,27.25456,38.92434347619645
2020-02-16,52.741905,53.86756162417921,27.149466,30.417767764882573,31.602247,41.546912841596715,39.634567,42.75075984513805,40.745056,35.16530457400557,22.216406,36.1467400011788,16.01414,21.830532878252868,24.029505,38.27752170968038,27.029083,33.51275675260396,19.665121,27.925392635627105,34.98564,28.158985979599734,21.422453,21.07376049065117
2020-02-17,45.17747,50.57529476628139,23.53652,24.609994018739226,28.58174,39.0922611644737,33.986855,40.55965631030797,36.538837,40.423235038272004,24.9607,35.54791474041733,19.767797,19.54122717968631,27.155867,36.27813748084904,28.295847,38.90148349518609,23.547712,29.511896451327825,31.187609,31.84613475507453,16.554579,18.52129448828512
2020-02-18,59.5616,56.71054772535686,33.405018,31.289950577866406,38.831955,39.64879247729508,44.727955,49.52861865237754,46.152966,43.15447931485923,47.95241,38.068711270245224,28.295668,19.15627265119315,40.14624,31.77906925456753,44.343914,47.5154307633899,35.40562,32.19356766878361,19.832458,32.07213553398176,15.375686,17.067171272973752
2020-02-19,52.578365,54.38255052276672,27.482998,33.980661634606896,33.114357,38.63277157579714,33.684628,36.1739728096472,38.098022,36.97347210951653,37.360363,36.69987620407643,18.751696,24.42638672647818,35.529808,32.07402604073138,30.952719,27.896246854744305,27.219538,26.987357050474298,34.778828,32.18508088996606,25.280638,30.64620275137968
2020-02-20,48.001293,56.676762807170704,28.749384,31.014736734366117,25.67711,38.08971193860361,33.311607,38.06691700542505,32.485607,37.69345865242038,21.411116,38.60669446516369,15.472037,19.420813979124507,20.845781,32.66363512239745,18.30438,27.766963846226396,16.306656,24.606804444730646,28.793524,23.17149568724813,24.63669,28.60963195654116
2020-02-21,51.04952,49.72642840857107,24.16359,28.938409933483992,31.390806,37.8976420663927,38.438488,45.30004712716459,33.748978,34.90004271274943,30.89754,34.74351331071331,15.661102,21.07128791893238,29.160278,34.5508348422404,24.878622,34.410555772750875,19.670176,26.062454564825163,36.69351,32.89086415460316,20.920328,23.228731245702377
2020-02-22,48.544228,47.59385989414499,18.576483,16.978911174914195,24.811522,26.52361904694026,32.96539,24.612641334796923,31.538057,25.300230489908092,28.243979,26.946190384014205,13.071023,13.650377768244937,20.475145,21.882333123556794,22.336157,19.505040496248714,16.148138,15.030818126361622,46.53928,47.557904433896994,29.792854,42.98633974437353
2020-02-23,48.931355,41.32564819863249,30.587788,19.177932690128845,31.461626,42.276588627808955,36.70968,46.307190637878435,40.956444,35.46781307733285,21.237928,25.139305457771467,17.771267,19.515360000641074,21.47197,37.00849268921307,24.767471,40.61082947003173,19.801727,26.851860674327845,31.792019,50.802630765265995,21.556936,12.071402577681258
2020-02-24,52.801544,43.70561595435918,32.14343,25.929646158104593,36.132214,37.6992728832608,39.50076,38.029426974110244,43.35532,36.11821951270698,28.834421,27.383107857090067,18.935759,24.261541280904105,23.649794,32.36866042396657,35.998055,35.71579930546176,21.936111,27.089159071695082,25.311989,36.46190062111194,14.904871,17.96895617255111
2020-02-25,43.618664,55.740576678943235,12.9733715,23.127604587931202,25.702717,24.865044655581755,29.313198,29.11858427714612,23.032537,22.496342986118847,25.598486,35.40161288991189,11.7366495,15.431607849597613,21.581808,21.120316071822568,22.293497,22.095499456881704,14.846752,18.29010262844138,58.902725,44.20277928404789,23.967838,41.38160909507208
2020-02-26,37.0897,56.555319152085204,22.12828,29.70404404753015,28.01124,39.316225894916776,29.425413,38.76160618074421,25.812775,24.92975370373076,27.323181,36.42813496638447,19.796747,15.687680877050752,27.121912,31.129517750165032,28.617508,30.322215825599496,21.764715,17.5540312128296,34.26567,34.56354291585533,23.967838,22.36515405730251
2020-02-27,44.581825,54.19642676746909,20.70616,33.8199695490474,31.00696,37.67746000968618,30.87872,42.31749679537166,24.441687,32.4350983744536,16.700603,37.06140493073888,12.245144,17.085538703939804,17.130892,29.189219724821953,15.611981,29.806541476844398,12.036395,17.954528214206512,44.579685,19.098683070542975,29.592522,21.227782471153496
2020-02-28,36.798004,56.96348546078367,24.542667,32.615405212388836,22.43183,40.51342984886122,22.470201,32.01113191135918,25.206036,30.17030005124503,23.743267,35.76027695823703,15.900952,19.507845023157195,19.185553,34.35480432775106,16.390162,28.523975835743116,15.864827,20.29107607560184,44.256058,29.02872651408438,38.55808,36.30871713808513
2020-02-29,27.422804,38.419655171836894,12.182528,14.703386581845248,18.011003,22.87614625701754,16.141676,18.86875981403738,12.626378,15.441297986954591,13.514371,19.77690713735265,7.942805,13.776309464826284,13.427253,18.513429837172858,11.655435,15.250676454478302,7.030394,11.24492396666336,64.142365,56.917314375954426,58.61513,56.41622671199434
2020-03-01,43.082043,39.88002586888372,30.021292,20.962496634834658,25.987267,31.59872225553466,31.322529,41.36935824210733,32.234676,27.22673937066778,17.671606,26.54238924586399,16.121138,15.179878756233673,17.085535,27.082577013734902,17.12986,33.376006960408475,16.375635,18.967091539473778,35.817856,54.465978253472514,36.1939,40.1093899050655
2020-03-02,34.867443,40.1013196265434,24.025671,15.821663234625287,15.064256,23.36990867105263,16.890007,17.780373976543444,23.977713,23.7027791862981,12.693242,29.748116957037826,13.618172,12.453489575807065,12.867307,22.332673394795666,11.827832,19.02755530183575,11.798218,23.642271686904493,42.005188,49.24463300897545,55.20835,50.128092605594766
2020-03-03,42.980873,54.58688222328576,18.483171,24.96028202645365,22.525957,28.22863060736478,26.767464,38.21648509072491,19.341114,36.847136968490354,23.715792,34.08388406467041,10.961656,16.839030097323924,17.454454,29.069602843678002,18.181334,28.803254255482898,11.663837,23.850771909005577,47.521282,42.342888629964115,40.166134,41.19962325089492
2020-03-04,36.391792,54.57997298061531,10.641231,21.50698947875573,17.543825,19.87251006794258,21.108084,29.564969059272325,17.904924,24.911678675725923,15.174633,36.241381825255964,8.108144,13.18994206830328,14.017139,21.102373384431584,12.683926,22.064944927580786,9.888852,17.78581298956484,52.8603,50.69472095156335,39.127888,47.569670700699675
2020-03-05,37.614372,38.799264499331706,9.792079,12.30366583451956,16.91503,18.869472304784694,29.86031,27.605169328529204,18.67379,13.497072517069878,20.269083,20.658721263296115,9.279304,12.813032872298553,16.816107,18.257863583502075,14.0932045,20.503540019648252,13.007626,10.511123408770082,70.23095,64.5777298959688,54.899857,51.62762501847323
2020-03-06,47.934826,57.01061472437473,23.93154,24.684926552255707,23.563103,38.89632489181286,29.86031,32.83764805652277,30.248318,38.25322345101747,33.434628,36.78863126274036,16.801317,21.075676003268157,19.673954,33.35637949852616,22.934511,29.08932088296117,18.844595,27.573340062012683,47.858826,52.19907719301887,38.59456,46.4563888227807
2020-03-07,54.893112,56.47342212617632,30.73173,25.521993259023493,31.140863,34.02221920496081,36.03993,45.09529359928588,33.999302,35.16103950696184,15.798091,36.68437402368288,12.096547,16.316536731906155,14.401324,30.234672300254275,15.17004,36.751028576489624,11.644395,30.72449510077226,31.879847,36.40718333512661,29.409145,24.415708783008828
2020-03-08,39.672287,43.88317741285936,18.303322,22.765905374374068,19.777733,34.63224147576707,22.489891,36.63695498100601,26.882597,29.68381075760526,18.335855,33.981038274429174,11.567337,17.187850559251302,18.801638,34.066318248375474,18.809082,26.20361200403787,15.616488,25.06487653149315,40.864746,48.90429569993835,32.98837,39.05819721802219
2020-03-09,37.320225,39.17674777573764,16.569525,19.18651341674862,21.38387,33.41103401842105,27.240894,37.218145677417155,29.12099,22.94942712957994,18.092604,34.13818463719302,13.543454,19.065063526440536,17.584291,32.14226705614303,17.909945,31.960157179497518,17.079546,25.60430375008533,48.08158,51.30012620883376,35.39594,31.86097387517444
2020-03-10,59.28964,55.797168390909626,35.471115,25.700720970156492,36.505016,41.48276978463807,45.2249,46.32194671098396,45.476303,39.34089525747153,41.22894,37.05367806823789,21.20728,15.267798908613726,32.24229,31.777746266014997,37.680756,45.21680178699706,27.22474,32.58124366713775,32.711597,46.65446498822488,21.200424,29.97512908165621
