time,Temperature_Air_2m_Mean_24h,Cloud_Cover_Mean,Wind_Speed_10m_Mean,Dew_Point_Temperature_2m_Mean,Vapour_Pressure_Mean
2019-06-21,296.74377,0.4613386,1.4833286,291.20163,20.533539
2019-06-22,294.63058,0.91638374,1.8161418,291.12927,20.430418
2019-06-23,293.2476,0.8336022,1.8561575,290.76346,19.980396
2019-06-24,296.52118,0.48188612,2.757918,291.15988,20.473701
2019-06-25,298.08298,0.25135678,2.0033696,292.90765,22.764877
2019-06-26,299.63513,0.064574435,1.6102846,293.13364,23.079256
2019-06-27,299.62543,0.45719475,1.8261156,294.31445,24.847303
2019-06-28,296.16766,0.04193972,2.8659627,285.1522,14.146321
2019-06-29,295.43744,0.00878127,1.9333588,286.10266,15.0173645
2019-06-30,296.46255,0.067371376,1.7771858,288.66678,17.65882
2019-07-01,298.3725,0.37256253,2.2080934,289.532,18.778374
2019-07-02,296.78128,0.35919613,2.2473545,289.58752,18.705074
2019-07-03,296.16232,0.5755731,2.4134076,290.1078,19.26039
2019-07-04,293.27542,0.4477738,2.0897431,288.55273,17.515745
2019-07-05,296.66,0.27961972,1.4129156,290.47937,19.750994
2019-07-06,298.35724,0.6281649,1.8634421,292.2502,21.973936
2019-07-07,294.1597,0.69091785,1.7744496,290.55438,19.895033
2019-07-08,292.5736,0.7806098,2.2656991,288.5478,17.506624
2019-07-09,292.40405,0.92369473,1.8137578,288.20908,17.154993
2019-07-10,290.9824,0.34367773,2.6370428,281.95322,11.517412
2019-07-11,292.49078,0.6618423,1.7934549,283.83725,13.066769
2019-07-12,293.42398,0.7455511,1.40037,286.60962,15.538222
2019-07-13,291.2864,0.5095386,1.252521,287.37494,16.302286
2019-07-14,293.00757,0.32818985,2.5179617,285.22095,14.213443
2019-07-15,292.84317,0.66897386,2.5466824,284.7184,13.774713
2019-07-16,293.602,0.16740386,1.9377898,285.02963,14.06921
2019-07-17,295.68103,0.56002414,1.5839427,287.1374,16.075829
2019-07-18,294.8783,0.7339896,1.1719699,288.29697,17.25739
2019-07-19,296.5705,0.38016737,1.4459265,288.82788,17.852465
2019-07-20,298.00156,0.35809734,1.8670248,289.20963,18.268612
2019-07-21,297.19858,0.60746104,2.1122842,290.79532,20.225529
2019-07-22,297.61414,0.5354397,1.1600615,290.95337,20.343462
2019-07-23,298.93884,0.09530248,1.5117391,290.4846,19.786798
2019-07-24,299.33533,0.20140949,1.4914128,291.8998,21.554846
2019-07-25,299.79926,0.72786164,1.5208645,291.72754,21.314922
2019-07-26,297.27484,0.81229174,1.8438684,293.03625,23.07303
2019-07-27,298.2417,0.4183359,1.989548,290.8521,20.240004
2019-07-28,293.4398,0.93042964,2.1563318,291.2512,20.68834
2019-07-29,295.66388,0.61053663,1.900579,291.76077,21.343056
2019-07-30,298.5456,0.29197904,1.2222661,292.709,22.605494
2019-07-31,298.2936,0.51118344,1.5943171,293.3678,23.518663
2019-08-01,296.89594,0.48417974,1.4766273,290.76233,20.070343
2019-08-02,294.57462,0.8460913,2.004875,291.07132,20.517662
2019-08-03,293.77164,0.20481326,1.7098844,288.4912,17.484478
2019-08-04,294.11475,0.20082207,1.0813495,287.85855,16.800953
2019-08-05,295.91333,0.460553,1.8653969,288.91153,17.952692
2019-08-06,297.91022,0.46410164,2.069933,290.60153,19.873562
2019-08-07,298.75107,0.66767687,2.4419603,290.72943,20.03261
2019-08-08,296.0575,0.66800505,2.5785851,290.372,19.576363
2019-08-09,298.0591,0.41730592,1.3215154,292.08734,21.76326
2019-08-10,300.5686,0.39069524,1.8701129,293.3512,23.4555
2019-08-11,297.3669,0.3488332,2.1734977,290.14246,19.338806
2019-08-12,300.14716,0.12147473,1.3088056,293.08966,23.11854
2019-08-13,294.71667,0.8384792,3.6329107,288.32318,17.305746
2019-08-14,291.86316,0.7564836,1.9736543,285.80875,14.751052
2019-08-15,293.2701,0.34683388,1.1889229,284.20477,13.320642
2019-08-16,291.9882,0.3843117,1.2953647,286.2038,15.112287
2019-08-17,294.08655,0.522856,1.8334218,286.8537,15.758416
2019-08-18,296.41226,0.18899749,1.9798323,289.4387,18.534163
2019-08-19,298.22513,0.097355835,1.4682797,290.15915,19.331764
2019-08-20,298.91644,0.109386764,1.1438375,292.11554,21.749655
2019-08-21,295.19748,0.43055046,4.5462494,287.33835,16.32454
2019-08-22,294.8926,0.74417436,2.3776333,288.16537,17.09232
2019-08-23,296.4975,0.7978956,2.6606448,291.09534,20.422365
2019-08-24,295.95087,0.7382982,1.983063,291.80515,21.319372
2019-08-25,295.90692,0.6843557,1.8344595,291.48148,20.904238
2019-08-26,296.0856,0.5182583,1.9220134,291.92493,21.473207
2019-08-27,296.88303,0.56178397,1.5281506,292.253,21.904364
2019-08-28,297.95123,0.7623105,1.0754546,292.57922,22.304344
2019-08-29,297.83017,0.8563371,1.2316747,293.59805,23.68843
2019-08-30,298.0425,0.55241656,2.2013466,290.99033,20.253769
2019-08-31,297.6797,0.4149865,1.7584367,291.09467,20.376768
2019-09-01,297.8678,0.44775194,1.0219982,290.82428,20.0511
2019-09-02,294.40994,0.7726856,3.7181308,289.6802,18.81091
2019-09-03,290.00455,0.44487494,2.4021811,282.83792,12.124709
2019-09-04,290.74396,0.0,1.7344085,282.9298,12.206597
2019-09-05,292.72122,0.11684303,1.8702552,285.2715,14.18846
2019-09-06,289.9165,0.86001563,3.1636386,286.542,15.346281
2019-09-07,290.73325,0.78573155,1.5043588,287.42407,16.204876
2019-09-08,290.50552,0.85148376,2.0627656,286.64224,15.441827
2019-09-09,289.11755,0.4265979,2.0907085,284.46655,13.487276
2019-09-10,289.71677,0.34698716,1.717219,283.75534,12.855818
2019-09-11,291.48126,0.56392884,1.9021127,285.7774,14.648813
2019-09-12,292.2983,0.19276421,2.1066256,286.13742,14.9308605
2019-09-13,292.77182,0.13954288,1.3204088,285.80975,14.6174965
2019-09-14,292.51508,0.53838277,2.1331065,287.0221,15.784244
2019-09-15,292.6501,0.013372972,1.4351512,285.89713,14.706817
2019-09-16,293.96033,0.16960303,1.1989938,288.17313,16.995483
2019-09-17,294.84476,0.5561907,1.5310291,289.56662,18.460443
2019-09-18,288.00693,0.9246501,2.3927739,281.71878,11.289527
2019-09-19,287.19922,0.4488704,2.675762,278.435,9.036762
2019-09-20,284.57797,0.2150863,2.164917,276.2446,7.7207646
2019-09-21,285.85895,0.03524471,1.3786769,277.31845,8.330847
2019-09-22,288.06354,0.703019,1.6428006,281.36972,11.079139
2019-09-23,290.6794,0.84833235,2.3083568,287.83466,16.5998
2019-09-24,289.62488,0.57779163,1.9243034,285.82538,14.578031
2019-09-25,289.2811,0.869189,1.02035,286.7607,15.5062065
2019-09-26,289.65817,0.2951704,1.568924,285.62512,14.379078
2019-09-27,290.81833,0.65797484,1.7538177,285.90652,14.63367
2019-09-28,290.98712,0.7929209,1.7130946,287.34262,16.009165
2019-09-29,290.62888,0.42098555,2.2805328,286.73087,15.410231
2019-09-30,293.17706,0.3768608,3.2305627,286.44095,15.165436
2019-10-01,292.44168,0.31178024,2.2383244,285.79544,14.614853
2019-10-02,289.83975,0.73019093,2.374902,286.07687,14.799862
2019-10-03,284.9315,0.6408272,2.3930354,278.55267,9.028181
2019-10-04,284.37988,0.5069458,1.4309564,278.898,9.223129
2019-10-05,286.52646,0.39756876,2.1455595,280.6284,10.432004
2019-10-06,286.52646,0.5564698,2.036147,277.08005,8.15077
2019-10-07,282.77835,0.45840248,2.7115126,277.19098,8.216494
2019-10-08,282.49753,0.29530427,1.6611487,277.55765,8.441264
2019-10-09,288.23712,0.36710432,3.1899352,282.15808,11.536457
2019-10-10,285.93503,0.75951856,1.7366297,283.54932,12.527992
2019-10-11,284.66772,0.6350619,1.2944508,282.07275,11.420744
2019-10-12,287.19653,0.51176906,2.6957147,283.4023,12.448325
2019-10-13,288.73386,0.50740004,2.4097319,284.56982,13.400099
2019-10-14,288.17285,0.80140364,1.9479342,284.79797,13.614929
2019-10-15,288.87845,0.23437534,2.4074686,284.56973,13.383791
2019-10-16,287.78033,0.51257807,1.4642775,284.90845,13.705601
2019-10-17,286.38757,0.36267447,1.640093,283.53845,12.518828
2019-10-18,287.60574,0.40260202,2.590099,283.47003,12.476558
2019-10-19,288.87732,0.20673831,2.6482012,283.5637,12.5001545
2019-10-20,290.55005,0.2344136,2.7644057,285.13605,13.809784
2019-10-21,291.1012,0.10241713,2.5968907,286.3444,14.929194
2019-10-22,289.81454,0.5617474,1.1141572,285.83917,14.479366
2019-10-23,287.57553,0.49311817,1.1035933,285.3575,14.095405
2019-10-24,287.00452,0.27292174,1.5238903,283.6377,12.572008
2019-10-25,286.2791,0.10605358,1.6997056,282.1185,11.415058
2019-10-26,285.53906,0.16410947,1.3941042,282.3205,11.599052
2019-10-27,285.16153,0.32184672,0.9805991,281.08014,10.6422615
2019-10-28,285.7707,0.89388126,2.226374,281.87296,11.214948
2019-10-29,281.9986,0.93192387,2.450482,279.5139,9.542445
2019-10-30,281.1135,0.889684,2.7832482,278.85107,9.138603
2019-10-31,279.45963,0.5281159,2.2324111,276.12973,7.6052666
2019-11-01,279.91382,0.736747,1.6332576,275.9335,7.5232344
2019-11-02,282.76175,0.9235294,1.6226938,280.98138,10.578666
2019-11-03,289.72482,0.7617666,3.4653585,286.0697,14.552334
2019-11-04,285.247,0.54911005,1.8852617,283.75323,12.601498
2019-11-05,287.34036,0.81977296,2.149362,285.1041,13.708604
2019-11-06,284.1391,0.7616827,1.2846228,282.47867,11.5689
2019-11-07,281.4601,0.5603359,1.3427014,279.89584,9.806933
2019-11-08,280.97153,0.9035696,1.0869017,280.0428,9.910053
2019-11-09,283.33118,0.92370504,1.6943088,281.26355,10.69284
2019-11-10,279.92685,0.83168566,1.6535622,277.89233,8.553137
2019-11-11,279.88315,0.9204503,1.1140198,278.40152,8.845125
2019-11-12,281.2367,0.93210346,2.7710364,280.2722,9.9957075
2019-11-13,281.28973,0.88365936,2.2103896,279.95212,9.831787
2019-11-14,280.49658,0.7972948,1.1305739,277.64633,8.427677
2019-11-15,282.8949,0.92542225,1.9839712,280.83633,10.372144
2019-11-16,283.9344,0.89300025,2.0707471,283.00937,11.917979
2019-11-17,285.2882,0.8226578,2.5506315,282.8664,11.806126
2019-11-18,283.5424,0.6776879,2.5309894,279.09256,9.275029
2019-11-19,281.63736,0.909881,1.4904114,278.85367,9.103533
2019-11-20,281.7774,0.9010209,2.293276,281.1013,10.530083
2019-11-21,282.0771,0.83256346,1.6058378,281.09683,10.537515
2019-11-22,280.84384,0.82142544,1.1741991,280.23157,9.954744
2019-11-23,280.2248,0.77087504,1.3990382,278.8527,9.097358
2019-11-24,278.89484,0.74033797,1.594449,277.50983,8.31713
2019-11-25,278.7837,0.9346602,1.5453783,277.43298,8.261203
2019-11-26,279.96344,0.9359461,1.1031759,278.153,8.656312
2019-11-27,282.04736,0.8761922,1.9361999,280.46457,10.142505
2019-11-28,283.52722,0.69934976,2.072754,282.47375,11.491897
2019-11-29,282.82587,0.65711004,2.1806345,280.22345,9.934962
2019-11-30,277.8596,0.31367028,1.6697658,272.5732,5.9638534
2019-12-01,276.81528,0.79938984,1.3845143,272.2491,5.832119
2019-12-02,276.20096,0.9390483,1.3158247,274.9744,6.9988666
2019-12-03,274.05893,0.5777015,1.1679053,272.71524,6.0198298
2019-12-04,272.82565,0.437837,1.5595049,270.31754,5.0805545
2019-12-05,272.87418,0.7629424,1.010884,270.3859,5.1065164
2019-12-06,273.41074,0.75125486,1.2259138,272.2606,5.8372355
2019-12-07,274.3054,0.91863817,1.028947,273.6985,6.45861
2019-12-08,274.81296,0.593655,2.2649124,273.93063,6.5517898
2019-12-09,279.87585,0.86659586,2.2942936,278.7566,9.051908
2019-12-10,276.83435,0.40251893,3.0488422,272.54468,6.0350804
2019-12-11,273.05762,0.2801685,1.5479753,269.8149,4.9155264
2019-12-12,273.33823,0.9100872,0.91939354,272.15442,5.7778363
2019-12-13,275.23868,0.91968375,2.970273,273.77164,6.467443
2019-12-14,276.15268,0.2586289,2.0964553,274.66617,6.890008
2019-12-15,277.99484,0.48444587,2.0865989,276.23187,7.7101912
2019-12-16,283.69604,0.91815746,3.3029454,280.5127,10.109553
2019-12-17,285.9543,0.65859824,3.3806431,281.65225,10.850212
2019-12-18,284.0347,0.7285133,2.2532654,280.9575,10.376788
2019-12-19,281.83936,0.8546489,1.4775423,280.33246,9.971931
2019-12-20,283.81717,0.6993118,3.4499462,280.44742,10.055171
2019-12-21,284.6248,0.69799155,3.7728796,282.10904,11.173568
2019-12-22,280.26804,0.9479199,3.2242587,279.20883,9.268719
2019-12-23,279.19946,0.7967457,1.9188259,276.86444,8.00141
2019-12-24,276.78662,0.4029616,1.3211578,274.69937,6.9116764
2019-12-25,277.0961,0.42220417,1.4584666,274.38153,6.7738614
2019-12-26,276.43372,0.5151317,1.1052799,273.92294,6.550298
2019-12-27,275.34607,0.64253795,1.3308735,273.4519,6.335325
2019-12-28,274.62073,0.28706732,3.9891837,267.9579,4.369819
2019-12-29,272.84616,0.37111956,3.4888787,266.773,3.985858
2019-12-30,270.92654,0.019746989,1.2432257,267.68704,4.2579656
2019-12-31,272.00998,0.2806569,1.409939,268.34055,4.4594765
2020-01-01,272.5178,0.08008082,0.9979194,269.70206,4.930393
2020-01-02,272.36307,0.013557889,1.4694798,270.02347,5.041089
2020-01-03,272.1555,0.39166328,1.2053325,269.84012,4.9652815
2020-01-04,273.97366,0.5309936,1.439981,271.99588,5.7632184
2020-01-05,274.12363,0.016572285,3.118102,266.87955,4.0770597
2020-01-06,270.82605,0.08670866,1.3425708,266.61496,3.9591255
2020-01-07,270.6859,0.33569455,1.0588046,266.59143,3.952901
2020-01-08,272.27222,0.32666278,1.61865,269.01175,4.6898446
2020-01-09,272.3206,0.5098965,1.4616755,270.43057,5.178277
2020-01-10,274.33737,0.39320096,2.099996,271.63226,5.659134
2020-01-11,274.19257,0.285602,1.4034795,272.2005,5.8407645
2020-01-12,273.50592,0.13425605,1.1295228,271.37125,5.524021
2020-01-13,270.7306,0.9206757,0.8548351,270.3822,5.157576
2020-01-14,271.42242,0.52217925,1.7187729,270.68893,5.2905173
2020-01-15,272.38953,0.3877979,1.7685275,270.8825,5.3713923
2020-01-16,273.6374,0.92728823,1.2289852,272.91928,6.138157
2020-01-17,273.1831,0.95784056,0.96483797,272.91043,6.099746
2020-01-18,272.69983,0.95972556,0.8878244,272.11136,5.781652
2020-01-19,274.61472,0.92901677,1.5751923,273.88174,6.5185957
2020-01-20,274.31516,0.87851596,1.8890707,273.53192,6.3807807
2020-01-21,272.53595,0.5235948,1.3012122,270.3694,5.159457
2020-01-22,270.88245,0.41843024,1.2921103,269.7319,4.9421186
2020-01-23,271.42432,0.7053365,1.115517,269.90417,5.0031123
2020-01-24,271.56967,0.5960091,1.4210714,270.47952,5.191981
2020-01-25,274.4326,0.90836227,1.264828,274.2103,6.7241597
2020-01-26,273.92505,0.96269786,1.1380129,274.00302,6.574039
2020-01-27,274.3992,0.96081287,1.1779815,274.55704,6.8225503
2020-01-28,279.32205,0.89617485,3.6506667,277.35028,8.285146
2020-01-29,275.76334,0.7184396,1.3952041,274.7844,6.944537
2020-01-30,276.8999,0.6658821,2.2689748,273.26483,6.2761626
2020-01-31,281.78406,0.20634581,4.0255713,277.03824,8.056852
2020-02-01,283.62186,0.30907592,4.1447463,280.27716,9.965418
2020-02-02,284.18777,0.66217697,3.3116517,280.04855,9.7655945
2020-02-03,283.97556,0.833708,2.1744885,280.18707,9.8451185
2020-02-04,279.98166,0.8548355,3.1659489,274.98956,7.3911805
2020-02-05,276.8726,0.31690183,6.6399508,267.71667,4.376862
2020-02-06,275.55762,0.18723287,2.0785398,265.81137,3.771846
2020-02-07,274.14124,0.3137462,1.1284868,269.4485,4.8331084
2020-02-08,274.79916,0.23646301,1.5019763,271.5154,5.588582
2020-02-09,278.12137,0.3916437,3.4155235,273.6521,6.5020885
2020-02-10,284.38358,0.7801659,5.231731,279.83563,9.660784
2020-02-11,281.0766,0.59167033,2.2602031,277.0655,8.129955
2020-02-12,277.47433,0.14421454,1.3199594,273.30856,6.3084903
2020-02-13,279.17206,0.80267847,1.8699952,274.36914,6.814439
2020-02-14,280.5166,0.50014305,1.6156809,276.0419,7.569913
2020-02-15,278.43268,0.4994218,1.8427598,274.1494,6.662967
2020-02-16,279.09558,0.41199267,2.2849154,274.36655,6.7798877
2020-02-17,282.80466,0.68082017,3.9049342,277.6521,8.417696
2020-02-18,280.4938,0.77883786,1.3846403,279.15436,9.282514
2020-02-19,279.61877,0.75455475,2.0727627,273.68207,6.4670043
2020-02-20,277.61246,0.085616656,1.651688,269.61615,4.8940496
2020-02-21,277.4241,0.06227599,1.8493385,268.10724,4.444365
2020-02-22,278.43518,0.5997097,2.4582546,270.95596,5.386342
2020-02-23,281.90244,0.78277177,3.6172297,274.966,7.0440307
2020-02-24,280.41837,0.48328504,2.1073077,274.71432,6.9919634
2020-02-25,281.4292,0.6423921,3.1787527,277.1564,8.280505
2020-02-26,277.8175,0.9083922,2.1593022,276.7449,7.9998074
2020-02-27,278.62524,0.68147624,3.3665938,271.60287,5.701201
2020-02-28,277.91486,0.254755,3.0639632,269.48672,4.9632435
2020-02-29,279.63193,0.75692403,4.448579,271.6624,5.675239
2020-03-01,282.9832,0.9503533,3.0374825,278.5065,8.943279
2020-03-02,284.73892,0.7912958,3.4207814,278.75558,9.05026
2020-03-03,282.60693,0.7091285,3.069127,279.15204,9.324876
2020-03-04,279.67667,0.6954339,1.5886334,273.68375,6.457299
2020-03-05,280.0978,0.6221419,2.1099954,273.13376,6.226304
2020-03-06,280.36398,0.7784216,1.6798657,278.5484,8.916448
2020-03-07,280.12747,0.54113835,1.8669759,274.99387,7.124803
2020-03-08,278.02924,0.33007288,2.3000765,270.49335,5.2101574
2020-03-09,279.22382,0.70917034,1.4383081,272.6815,6.0726113
2020-03-10,282.08206,0.76648974,1.743886,275.37927,7.241867
2020-03-11,284.37943,0.41006136,2.275081,276.8305,7.993625
2020-03-12,285.37592,0.2908092,3.2077084,277.73352,8.466036
2020-03-13,281.2804,0.8909959,2.1105368,279.0036,9.197912
2020-03-14,281.30978,0.8241296,3.1322036,273.9171,6.686841
2020-03-15,277.47565,0.111837514,3.0054119,266.30328,3.8713315
